t,DNI,t_ambt,Wt,Qt,GHI,day,SF,DHI
286,0,26.86,-0.217090145,-4962.0482,0,12,0,0
287,0,26.83,-0.229384493,-5059.4304,0,12,0,0
288,0,26.75,-0.241678841,1295.052957,0,13,0,0
289,0,26.65,-0.253973188,1299.57348,0,13,0,0
290,0,26.57,-0.266267536,1304.094003,0,13,0,0
291,0,26.55,-0.278561884,1308.614527,0,13,0,0
292,0,26.63,-0.290856232,1313.13505,0,13,0,0
293,0,26.79,-0.30315058,1317.655573,0,13,0,0
294,49.97400942,26.94,-0.315444928,1322.176096,23.4704369,13,0,0
295,236.7850151,27.03,-0.327739275,1326.69662,201.5887177,13,0,0
296,449.3220137,27.12,-0.340033623,1331.217143,405.5752306,13,0,0
297,655.790079,27.17,-0.352327971,1335.737666,604.4950056,13,0,0
298,821.597129,27.18,-0.364622319,1340.258189,764.5990428,13,0,0
299,917.2100719,27.13,-0.376916667,1344.778712,857.0349351,13,0,0
300,925.0531203,27.08,-0.389211014,1349.299236,864.6205435,13,0,0
301,843.6690491,27.01,-0.401505362,1353.819759,785.930966,13,0,0
302,688.0657493,26.94,-0.41379971,1358.340282,635.6389276,13,0,0
303,486.1582095,26.92,-0.426094058,1362.860805,441.0202086,13,0,0
304,272.2277196,26.94,-0.438388406,1367.381329,235.5306988,13,0,0
305,79.0869041,27.02,-0.450682754,1371.901852,51.11575067,13,0,0
306,0,27.09,-0.462977101,1.217.860,0,13,0,0
307,0,27.14,-0.475271449,-5156.8126,0,13,0,0
308,0,27.15,-0.487565797,-5254.1948,0,13,0,0
309,0,27.15,-0.499860145,-5351.577,0,13,0,0
310,0,27.12,-0.512154493,-5448.9592,0,13,0,0
311,0,27.05,-0.524448841,-5546.3414,0,13,0,0
312,0,26.98,-0.536743188,1376.422375,0,14,0,0
313,0,26.93,-0.549037536,1380.942898,0,14,0,0
314,0,26.86,-0.561331884,1385.463421,0,14,0,0
315,0,26.8,-0.573626232,1389.983945,0,14,0,0
316,0,26.79,-0.58592058,1394.504468,0,14,0,0
317,0,26.81,-0.598214928,1399.024991,0,14,0,0
318,49.07315146,26.87,-0.610509275,1403.545514,22.84337335,14,0,0
319,235.505931,26.94,-0.622803623,1408.066037,200.652694,14,0,0
320,447.7817164,27.01,-0.635097971,1412.586561,404.4368127,14,0,0
321,654.1835418,27.06,-0.647392319,1417.107084,603.333748,14,0,0
322,820.1569272,27.08,-0.659686667,1421.627607,763.6286146,14,0,0
323,916.1545963,27.08,-0.671981014,1426.14813,856.4531969,14,0,0
324,924.5365198,27.03,-0.684275362,1430.668654,864.5614533,14,0,0
325,843.7457409,26.96,-0.69656971,1435.189177,786.4308648,14,0,0
326,688.6786076,26.98,-0.708864058,1439.7097,636.6260901,14,0,0
327,487.1534106,27.01,-0.721158406,1444.230223,442.3305078,14,0,0
328,273.3922956,27.01,-0.733452754,1448.750746,236.9454284,14,0,0
329,80.19919406,26.99,-0.745747101,1453.27127,52.41189119,14,0,0
330,0,26.93,-0.758041449,1.217.861,0,14,0,0
331,0,26.91,-0.770335797,-5643.7236,0,14,0,0
332,0,26.94,-0.782630145,-5741.1058,0,14,0,0
333,0,27,-0.794924493,-5838.488,0,14,0,0
334,0,27.06,-0.807218841,-5935.8702,0,14,0,0
335,0,27.09,-0.819513188,-6033.2524,0,14,0,0
336,0,27.01,-0.831807536,1457.791793,0,15,0,0
337,0,26.91,-0.844101884,1462.312316,0,15,0,0
338,0,26.84,-0.856396232,1466.832839,0,15,0,0
339,0,26.81,-0.86869058,1471.353363,0,15,0,0
340,0,26.8,-0.880984928,1475.873886,0,15,0,0
341,0,26.81,-0.893279275,1480.394409,0,15,0,0
342,48.20358265,26.84,-0.905573623,1484.914932,22.25357816,15,0,0
343,234.2588691,26.85,-0.917867971,1489.435455,199.757022,15,0,0
344,446.2674285,26.87,-0.930162319,1493.955979,403.3350815,15,0,0
345,652.5907433,26.9,-0.942456667,1498.476502,602.1990903,15,0,0
346,818.7139469,26.94,-0.954751014,1502.997025,762.670121,15,0,0
347,915.0786607,27.01,-0.967045362,1507.517548,855.8670749,15,0,0
348,923.9840338,27.04,-0.97933971,1512.038072,864.4832992,15,0,0
349,843.7763076,27.04,-0.991634058,1516.558595,786.9015071,15,0,0
350,689.2420249,27.05,-1.003928406,1521.079118,637.5800091,15,0,0
351,488.1029262,27.05,-1.016222754,1525.599641,443.6099765,15,0,0
352,274.5205823,27.08,-1.028517101,1530.120164,238.3368202,15,0,0
353,81.28763397,27.13,-1.040811449,1534.640688,53.69482984,15,0,0
354,0,27.22,-1.053105797,1.217.862,0,15,0,0
355,0,27.3,-1.065400145,-6130.6346,0,15,0,0
356,0,27.33,-1.077694493,-6228.0168,0,15,0,0
357,0,27.35,-1.089988841,-6325.399,0,15,0,0
358,0,27.34,-1.102283188,-6422.7812,0,15,0,0
359,0,27.26,-1.114577536,-6520.1634,0,15,0,0
360,0,27.24,-1.126871884,1539.161211,0,16,0,0
361,0,27.25,-1.139166232,1543.681734,0,16,0,0
362,0,27.26,-1.15146058,1548.202257,0,16,0,0
363,0,27.28,-1.163754928,1552.722781,0,16,0,0
364,0,27.25,-1.176049275,1557.243304,0,16,0,0
365,0,27.2,-1.188343623,1561.763827,0,16,0,0
366,47.36593684,27.17,-1.200637971,1566.28435,21.7014936,16,0,0
367,233.044835,27.19,-1.212932319,1570.804873,198.9024544,16,0,0
368,444.7804488,27.19,-1.225226667,1575.325397,402.2710305,16,0,0
369,651.0131137,27.21,-1.237521014,1579.84592,601.0921187,16,0,0
370,817.2695374,27.22,-1.249815362,1584.366443,761.7245464,16,0,0
371,913.983319,27.23,-1.26210971,1588.886966,855.2772551,16,0,0
372,923.3962525,27.23,-1.274404058,1593.40749,864.3863191,16,0,0
373,843.7607939,27.21,-1.286698406,1597.928013,787.3426175,16,0,0
374,689.7555235,27.24,-1.298992754,1602.448536,638.4999319,16,0,0
375,489.0058783,27.27,-1.311287101,1606.969059,444.8575161,16,0,0
376,275.611492,27.26,-1.323581449,1611.489582,239.7036248,16,0,0
377,82.35113969,27.24,-1.335875797,1616.010106,54.96338046,16,0,0
378,0,27.22,-1.348170145,1.217.863,0,16,0,0
379,0,27.21,-1.360464493,-6617.5456,0,16,0,0
380,0,27.23,-1.372758841,-6714.9278,0,16,0,0
381,0,27.27,-1.385053188,-6812.31,0,16,0,0
382,0,27.3,-1.397347536,-6909.6922,0,16,0,0
383,0,27.3,-1.409641884,-7007.0744,0,16,0,0
384,0,27.3,-1.421936232,1620.530629,0,17,0,0
385,0,27.27,-1.43423058,1625.051152,0,17,0,0
386,0,27.25,-1.446524928,1629.571675,0,17,0,0
387,0,27.24,-1.458819275,1634.092198,0,17,0,0
388,0,27.25,-1.471113623,1638.612722,0,17,0,0
389,0,27.24,-1.483407971,1643.133245,0,17,0,0
390,46.56080738,27.27,-1.495702319,1647.653768,21.18752483,17,0,0
391,231.8647847,27.3,-1.507996667,1652.174291,198.0896964,17,0,0
392,443.3220257,27.39,-1.520291014,1656.694815,401.2456036,17,0,0
393,649.452042,27.46,-1.532585362,1661.215338,600.0138771,17,0,0
394,815.8250249,27.49,-1.54487971,1665.735861,760.7928479,17,0,0
395,912.869625,27.5,-1.557174058,1670.256384,854.6844175,17,0,0
396,922.7737898,27.45,-1.569468406,1674.776907,864.2707668,17,0,0
397,843.6992881,27.42,-1.581762754,1679.297431,787.7539546,17,0,0
398,690.2186818,27.4,-1.594057101,1683.817954,639.3851514,17,0,0
399,489.8614476,27.41,-1.606351449,1688.338477,446.0720756,17,0,0
400,276.6639885,27.44,-1.618645797,1692.859,241.0446339,17,0,0
401,83.38866472,27.47,-1.630940145,1697.379524,56.21638471,17,0,0
402,0,27.47,-1.643234493,1.217.864,0,17,0,0
403,0,27.46,-1.655528841,-7104.4566,0,17,0,0
404,0,27.41,-1.667823188,-7201.8388,0,17,0,0
405,0,27.35,-1.680117536,-7299.221,0,17,0,0
406,0,27.24,-1.692411884,-7396.6032,0,17,0,0
407,0,27.13,-1.704706232,-7493.9854,0,17,0,0
408,0,27.05,-1.71700058,1701.900047,0,18,0,0
409,0,26.97,-1.729294928,1706.42057,0,18,0,0
410,0,26.9,-1.741589275,1710.941093,0,18,0,0
411,0,26.83,-1.753883623,1715.461616,0,18,0,0
412,0,26.81,-1.766177971,1719.98214,0,18,0,0
413,0,26.85,-1.778472319,1724.502663,0,18,0,0
414,45.78874715,26.9,-1.790766667,1729.023186,20.71204011,18,0,0
415,230.7196239,26.96,-1.803061014,1733.543709,197.3194054,18,0,0
416,441.8933562,27.01,-1.815355362,1738.064233,400.2596937,18,0,0
417,647.9088739,27.04,-1.82764971,1742.584756,598.9653653,18,0,0
418,814.3817096,27.07,-1.839944058,1747.105279,759.875954,18,0,0
419,911.7386293,27.09,-1.852238406,1751.625802,854.0892338,18,0,0
420,922.1172811,27.1,-1.864532754,1756.146325,864.1369106,18,0,0
421,843.5919209,27.09,-1.876827101,1760.666849,788.1353109,18,0,0
422,690.6311338,27.08,-1.889121449,1765.187372,640.2350063,18,0,0
423,490.6688737,27.11,-1.901415797,1769.707895,447.2526528,18,0,0
424,277.6770886,27.12,-1.913710145,1774.228418,242.3586817,18,0,0
425,84.39920187,27.11,-1.926004493,1778.748942,57.45271399,18,0,0
426,0,27.12,-1.938298841,1.217.865,0,18,0,0
427,0,27.12,-1.950593188,-7591.3676,0,18,0,0
428,0,27.13,-1.962887536,-7688.7498,0,18,0,0
429,0,27.14,-1.975181884,-7786.132,0,18,0,0
