t,Rt,Tt,Wt,Qt
4579,0,16.765,2.531,675.934
4580,0,15.856,3.047,631.874
4581,0,14.971,3.559,587.451
4582,0,14.399,3.76,113.112
4583,0,13.979,3.786,448.404
4584,0,13.277,3.95,356.731
4585,0,13.089,3.515,295.381
4586,0,12.819,3.434,275.283
4587,0,12.575,3.332,264.324
4588,0,12.398,3.187,550.275
4589,0,12.311,2.87,278.502
4590,82,12.479,2.696,499.482
4591,352,14.698,2.417,95.259
4592,634,17.742,3.095,515.569
4593,827,19.985,3.37,644.103
4594,961,21.557,3.567,255.381
4595,1.03,22.57,3.78,98.925
4596,1.026,23.096,3.766,3.855
4597,952,23.233,3.493,284.818
4598,814,23.025,3.083,433.998
4599,619,22.427,2.671,991.923
4600,367,21.388,2.178,256.254
4601,123,19.471,2.329,326.736
4602,0,17.586,2.369,1.217.848
4603,0,16.765,2.531,675.934
4604,0,15.856,3.047,631.874
4605,0,14.971,3.559,587.451
4606,0,14.399,3.76,113.112
4607,0,13.979,3.786,448.404
4608,0,13.277,3.95,356.731
4609,0,13.089,3.515,295.381
4610,0,12.819,3.434,275.283
4611,0,12.575,3.332,264.324
4612,0,12.398,3.187,550.275
4613,0,12.311,2.87,278.502
4614,82,12.479,2.696,499.482
4615,352,14.698,2.417,95.259
4616,634,17.742,3.095,515.569
4617,827,19.985,3.37,644.103
4618,961,21.557,3.567,255.381
4619,1.03,22.57,3.78,98.925
4620,1.026,23.096,3.766,3.855
4621,952,23.233,3.493,284.818
4622,814,23.025,3.083,433.998
4623,619,22.427,2.671,991.923
4624,367,21.388,2.178,256.254
4625,123,19.471,2.329,326.736
4626,0,17.586,2.369,1.217.848
4627,0,16.765,2.531,675.934
4628,0,15.856,3.047,631.874
4629,0,14.971,3.559,587.451
4630,0,14.399,3.76,113.112
4631,0,13.979,3.786,448.404
4632,0,13.277,3.95,356.731
4633,0,13.089,3.515,295.381
4634,0,12.819,3.434,275.283
4635,0,12.575,3.332,264.324
4636,0,12.398,3.187,550.275
4637,0,12.311,2.87,278.502
4638,82,12.479,2.696,499.482
4639,352,14.698,2.417,95.259
4640,634,17.742,3.095,515.569
4641,827,19.985,3.37,644.103
4642,961,21.557,3.567,255.381
4643,1.03,22.57,3.78,98.925
4644,1.026,23.096,3.766,3.855
4645,952,23.233,3.493,284.818
4646,814,23.025,3.083,433.998
4647,619,22.427,2.671,991.923
4648,367,21.388,2.178,256.254
4649,123,19.471,2.329,326.736
4650,0,17.586,2.369,1.217.848
4651,0,16.765,2.531,675.934
4652,0,15.856,3.047,631.874
4653,0,14.971,3.559,587.451
4654,0,14.399,3.76,113.112
4655,0,13.979,3.786,448.404
4656,0,13.277,3.95,356.731
4657,0,13.089,3.515,295.381
4658,0,12.819,3.434,275.283
4659,0,12.575,3.332,264.324
4660,0,12.398,3.187,550.275
4661,0,12.311,2.87,278.502
4662,82,12.479,2.696,499.482
4663,352,14.698,2.417,95.259
4664,634,17.742,3.095,515.569
4665,827,19.985,3.37,644.103
4666,961,21.557,3.567,255.381
4667,1.03,22.57,3.78,98.925
4668,1.026,23.096,3.766,3.855
4669,952,23.233,3.493,284.818
4670,814,23.025,3.083,433.998
4671,619,22.427,2.671,991.923
4672,367,21.388,2.178,256.254
4673,123,19.471,2.329,326.736
4674,0,17.586,2.369,1.217.848
4675,0,16.765,2.531,675.934
4676,0,15.856,3.047,631.874
4677,0,14.971,3.559,587.451
4678,0,14.399,3.76,113.112
4679,0,13.979,3.786,448.404
4680,0,13.277,3.95,356.731
4681,0,13.089,3.515,295.381
4682,0,12.819,3.434,275.283
4683,0,12.575,3.332,264.324
4684,0,12.398,3.187,550.275
4685,0,12.311,2.87,278.502
4686,82,12.479,2.696,499.482
4687,352,14.698,2.417,95.259
4688,634,17.742,3.095,515.569
4689,827,19.985,3.37,644.103
4690,961,21.557,3.567,255.381
4691,1.03,22.57,3.78,98.925
4692,1.026,23.096,3.766,3.855
4693,952,23.233,3.493,284.818
4694,814,23.025,3.083,433.998
4695,619,22.427,2.671,991.923
4696,367,21.388,2.178,256.254
4697,123,19.471,2.329,326.736
4698,0,17.586,2.369,1.217.848
4699,0,16.765,2.531,675.934
4700,0,15.856,3.047,631.874
4701,0,14.971,3.559,587.451
4702,0,14.399,3.76,113.112
4703,0,13.979,3.786,448.404
4704,0,13.277,3.95,356.731
4705,0,13.089,3.515,295.381
4706,0,12.819,3.434,275.283
4707,0,12.575,3.332,264.324
4708,0,12.398,3.187,550.275
4709,0,12.311,2.87,278.502
4710,82,12.479,2.696,499.482
4711,352,14.698,2.417,95.259
4712,634,17.742,3.095,515.569
4713,827,19.985,3.37,644.103
4714,961,21.557,3.567,255.381
4715,1.03,22.57,3.78,98.925
4716,1.026,23.096,3.766,3.855
4717,952,23.233,3.493,284.818
4718,814,23.025,3.083,433.998
4719,619,22.427,2.671,991.923
4720,367,21.388,2.178,256.254
4721,123,19.471,2.329,326.736
4722,0,17.586,2.369,1.217.848
4723,0,16.765,2.531,675.934
4724,0,15.856,3.047,631.874
4725,0,14.971,3.559,587.451
4726,0,14.399,3.76,113.112
4727,0,13.979,3.786,448.404
4728,0,13.277,3.95,356.731
4729,0,13.089,3.515,295.381
4730,0,12.819,3.434,275.283
4731,0,12.575,3.332,264.324
4732,0,12.398,3.187,550.275
4733,0,12.311,2.87,278.502
4734,82,12.479,2.696,499.482
4735,352,14.698,2.417,95.259
4736,634,17.742,3.095,515.569
4737,827,19.985,3.37,644.103
4738,961,21.557,3.567,255.381
4739,1.03,22.57,3.78,98.925
4740,1.026,23.096,3.766,3.855
4741,952,23.233,3.493,284.818
4742,814,23.025,3.083,433.998
4743,619,22.427,2.671,991.923
4744,367,21.388,2.178,256.254
4745,123,19.471,2.329,326.736
4746,0,17.586,2.369,1.217.848
4747,0,16.765,2.531,675.934
4748,0,15.856,3.047,631.874
4749,0,14.971,3.559,587.451
4750,0,14.399,3.76,113.112
4751,0,13.979,3.786,448.404
4752,0,13.277,3.95,356.731
4753,0,13.089,3.515,295.381
4754,0,12.819,3.434,275.283
4755,0,12.575,3.332,264.324
4756,0,12.398,3.187,550.275
4757,0,12.311,2.87,278.502
4758,82,12.479,2.696,499.482
4759,352,14.698,2.417,95.259
4760,634,17.742,3.095,515.569
4761,827,19.985,3.37,644.103
4762,961,21.557,3.567,255.381
4763,1.03,22.57,3.78,98.925
4764,1.026,23.096,3.766,3.855
4765,952,23.233,3.493,284.818
4766,814,23.025,3.083,433.998
4767,619,22.427,2.671,991.923
4768,367,21.388,2.178,256.254
4769,123,19.471,2.329,326.736
4770,0,17.586,2.369,1.217.848
4771,0,16.765,2.531,675.934
4772,0,15.856,3.047,631.874
4773,0,14.971,3.559,587.451
4774,0,14.399,3.76,113.112
4775,0,13.979,3.786,448.404
4776,0,13.277,3.95,356.731
4777,0,13.089,3.515,295.381
4778,0,12.819,3.434,275.283
4779,0,12.575,3.332,264.324
4780,0,12.398,3.187,550.275
4781,0,12.311,2.87,278.502
4782,82,12.479,2.696,499.482
4783,352,14.698,2.417,95.259
4784,634,17.742,3.095,515.569
4785,827,19.985,3.37,644.103
4786,961,21.557,3.567,255.381
4787,1.03,22.57,3.78,98.925
4788,1.026,23.096,3.766,3.855
4789,952,23.233,3.493,284.818
4790,814,23.025,3.083,433.998
4791,619,22.427,2.671,991.923
4792,367,21.388,2.178,256.254
4793,123,19.471,2.329,326.736
4794,0,17.586,2.369,1.217.848
4795,0,16.765,2.531,675.934
4796,0,15.856,3.047,631.874
4797,0,14.971,3.559,587.451
4798,0,14.399,3.76,113.112
4799,0,13.979,3.786,448.404
4800,0,13.277,3.95,356.731
4801,0,13.089,3.515,295.381
4802,0,12.819,3.434,275.283
4803,0,12.575,3.332,264.324
4804,0,12.398,3.187,550.275
4805,0,12.311,2.87,278.502
4806,82,12.479,2.696,499.482
4807,352,14.698,2.417,95.259
4808,634,17.742,3.095,515.569
4809,827,19.985,3.37,644.103
4810,961,21.557,3.567,255.381
4811,1.03,22.57,3.78,98.925
4812,1.026,23.096,3.766,3.855
4813,952,23.233,3.493,284.818
4814,814,23.025,3.083,433.998
4815,619,22.427,2.671,991.923
4816,367,21.388,2.178,256.254
4817,123,19.471,2.329,326.736
4818,0,17.586,2.369,1.217.848
4819,0,16.765,2.531,675.934
4820,0,15.856,3.047,631.874
4821,0,14.971,3.559,587.451
4822,0,14.399,3.76,113.112
4823,0,13.979,3.786,448.404
4824,0,13.277,3.95,356.731
4825,0,13.089,3.515,295.381
4826,0,12.819,3.434,275.283
4827,0,12.575,3.332,264.324
4828,0,12.398,3.187,550.275
4829,0,12.311,2.87,278.502
4830,82,12.479,2.696,499.482
4831,352,14.698,2.417,95.259
4832,634,17.742,3.095,515.569
4833,827,19.985,3.37,644.103
4834,961,21.557,3.567,255.381
4835,1.03,22.57,3.78,98.925
4836,1.026,23.096,3.766,3.855
4837,952,23.233,3.493,284.818
4838,814,23.025,3.083,433.998
4839,619,22.427,2.671,991.923
4840,367,21.388,2.178,256.254
4841,123,19.471,2.329,326.736
4842,0,17.586,2.369,1.217.848
4843,0,16.765,2.531,675.934
4844,0,15.856,3.047,631.874
4845,0,14.971,3.559,587.451
4846,0,14.399,3.76,113.112
4847,0,13.979,3.786,448.404
4848,0,13.277,3.95,356.731
4849,0,13.089,3.515,295.381
4850,0,12.819,3.434,275.283
4851,0,12.575,3.332,264.324
4852,0,12.398,3.187,550.275
4853,0,12.311,2.87,278.502
4854,82,12.479,2.696,499.482
4855,352,14.698,2.417,95.259
4856,634,17.742,3.095,515.569
4857,827,19.985,3.37,644.103
4858,961,21.557,3.567,255.381
4859,1.03,22.57,3.78,98.925
4860,1.026,23.096,3.766,3.855
4861,952,23.233,3.493,284.818
4862,814,23.025,3.083,433.998
4863,619,22.427,2.671,991.923
4864,367,21.388,2.178,256.254
4865,123,19.471,2.329,326.736
4866,0,17.586,2.369,1.217.848
4867,0,16.765,2.531,675.934
4868,0,15.856,3.047,631.874
4869,0,14.971,3.559,587.451
4870,0,14.399,3.76,113.112
4871,0,13.979,3.786,448.404
4872,0,13.277,3.95,356.731
4873,0,13.089,3.515,295.381
4874,0,12.819,3.434,275.283
4875,0,12.575,3.332,264.324
4876,0,12.398,3.187,550.275
4877,0,12.311,2.87,278.502
4878,82,12.479,2.696,499.482
4879,352,14.698,2.417,95.259
4880,634,17.742,3.095,515.569
4881,827,19.985,3.37,644.103
4882,961,21.557,3.567,255.381
4883,1.03,22.57,3.78,98.925
4884,1.026,23.096,3.766,3.855
4885,952,23.233,3.493,284.818
4886,814,23.025,3.083,433.998
4887,619,22.427,2.671,991.923
4888,367,21.388,2.178,256.254
4889,123,19.471,2.329,326.736
4890,0,17.586,2.369,1.217.848
4891,0,16.765,2.531,675.934
4892,0,15.856,3.047,631.874
4893,0,14.971,3.559,587.451
4894,0,14.399,3.76,113.112
4895,0,13.979,3.786,448.404
4896,0,13.277,3.95,356.731
4897,0,13.089,3.515,295.381
4898,0,12.819,3.434,275.283
4899,0,12.575,3.332,264.324
4900,0,12.398,3.187,550.275
4901,0,12.311,2.87,278.502
4902,82,12.479,2.696,499.482
4903,352,14.698,2.417,95.259
4904,634,17.742,3.095,515.569
4905,827,19.985,3.37,644.103
4906,961,21.557,3.567,255.381
4907,1.03,22.57,3.78,98.925
4908,1.026,23.096,3.766,3.855
4909,952,23.233,3.493,284.818
4910,814,23.025,3.083,433.998
4911,619,22.427,2.671,991.923
4912,367,21.388,2.178,256.254
4913,123,19.471,2.329,326.736
4914,0,17.586,2.369,1.217.848
4915,0,16.765,2.531,675.934
4916,0,15.856,3.047,631.874
4917,0,14.971,3.559,587.451
4918,0,14.399,3.76,113.112
4919,0,13.979,3.786,448.404
4920,0,13.277,3.95,356.731
4921,0,13.089,3.515,295.381
4922,0,12.819,3.434,275.283
4923,0,12.575,3.332,264.324
4924,0,12.398,3.187,550.275
4925,0,12.311,2.87,278.502
4926,82,12.479,2.696,499.482
4927,352,14.698,2.417,95.259
4928,634,17.742,3.095,515.569
4929,827,19.985,3.37,644.103
4930,961,21.557,3.567,255.381
4931,1.03,22.57,3.78,98.925
4932,1.026,23.096,3.766,3.855
4933,952,23.233,3.493,284.818
4934,814,23.025,3.083,433.998
4935,619,22.427,2.671,991.923
4936,367,21.388,2.178,256.254
4937,123,19.471,2.329,326.736
4938,0,17.586,2.369,1.217.848
4939,0,16.765,2.531,675.934
4940,0,15.856,3.047,631.874
4941,0,14.971,3.559,587.451
4942,0,14.399,3.76,113.112
4943,0,13.979,3.786,448.404
4944,0,13.277,3.95,356.731
4945,0,13.089,3.515,295.381
4946,0,12.819,3.434,275.283
4947,0,12.575,3.332,264.324
4948,0,12.398,3.187,550.275
4949,0,12.311,2.87,278.502
4950,82,12.479,2.696,499.482
4951,352,14.698,2.417,95.259
4952,634,17.742,3.095,515.569
4953,827,19.985,3.37,644.103
4954,961,21.557,3.567,255.381
4955,1.03,22.57,3.78,98.925
4956,1.026,23.096,3.766,3.855
4957,952,23.233,3.493,284.818
4958,814,23.025,3.083,433.998
4959,619,22.427,2.671,991.923
4960,367,21.388,2.178,256.254
4961,123,19.471,2.329,326.736
4962,0,17.586,2.369,1.217.848
4963,0,16.765,2.531,675.934
4964,0,15.856,3.047,631.874
4965,0,14.971,3.559,587.451
4966,0,14.399,3.76,113.112
4967,0,13.979,3.786,448.404
4968,0,13.277,3.95,356.731
4969,0,13.089,3.515,295.381
4970,0,12.819,3.434,275.283
4971,0,12.575,3.332,264.324
4972,0,12.398,3.187,550.275
4973,0,12.311,2.87,278.502
4974,82,12.479,2.696,499.482
4975,352,14.698,2.417,95.259
4976,634,17.742,3.095,515.569
4977,827,19.985,3.37,644.103
4978,961,21.557,3.567,255.381
4979,1.03,22.57,3.78,98.925
4980,1.026,23.096,3.766,3.855
4981,952,23.233,3.493,284.818
4982,814,23.025,3.083,433.998
4983,619,22.427,2.671,991.923
4984,367,21.388,2.178,256.254
4985,123,19.471,2.329,326.736
4986,0,17.586,2.369,1.217.848
4987,0,16.765,2.531,675.934
4988,0,15.856,3.047,631.874
4989,0,14.971,3.559,587.451
4990,0,14.399,3.76,113.112
4991,0,13.979,3.786,448.404
4992,0,13.277,3.95,356.731
4993,0,13.089,3.515,295.381
4994,0,12.819,3.434,275.283
4995,0,12.575,3.332,264.324
4996,0,12.398,3.187,550.275
4997,0,12.311,2.87,278.502
4998,82,12.479,2.696,499.482
4999,352,14.698,2.417,95.259
5000,634,17.742,3.095,515.569
5001,827,19.985,3.37,644.103
5002,961,21.557,3.567,255.381
5003,1.03,22.57,3.78,98.925
5004,1.026,23.096,3.766,3.855
5005,952,23.233,3.493,284.818
5006,814,23.025,3.083,433.998
5007,619,22.427,2.671,991.923
5008,367,21.388,2.178,256.254
5009,123,19.471,2.329,326.736
5010,0,17.586,2.369,1.217.848
5011,0,16.765,2.531,675.934
5012,0,15.856,3.047,631.874
5013,0,14.971,3.559,587.451
5014,0,14.399,3.76,113.112
5015,0,13.979,3.786,448.404
5016,0,13.277,3.95,356.731
5017,0,13.089,3.515,295.381
5018,0,12.819,3.434,275.283
5019,0,12.575,3.332,264.324
5020,0,12.398,3.187,550.275
5021,0,12.311,2.87,278.502
5022,82,12.479,2.696,499.482
5023,352,14.698,2.417,95.259
5024,634,17.742,3.095,515.569
5025,827,19.985,3.37,644.103
5026,961,21.557,3.567,255.381
5027,1.03,22.57,3.78,98.925
5028,1.026,23.096,3.766,3.855
5029,952,23.233,3.493,284.818
5030,814,23.025,3.083,433.998
5031,619,22.427,2.671,991.923
5032,367,21.388,2.178,256.254
5033,123,19.471,2.329,326.736
5034,0,17.586,2.369,1.217.848
5035,0,16.765,2.531,675.934
5036,0,15.856,3.047,631.874
5037,0,14.971,3.559,587.451
5038,0,14.399,3.76,113.112
5039,0,13.979,3.786,448.404
5040,0,13.277,3.95,356.731
5041,0,13.089,3.515,295.381
5042,0,12.819,3.434,275.283
5043,0,12.575,3.332,264.324
5044,0,12.398,3.187,550.275
5045,0,12.311,2.87,278.502
5046,82,12.479,2.696,499.482
5047,352,14.698,2.417,95.259
5048,634,17.742,3.095,515.569
5049,827,19.985,3.37,644.103
5050,961,21.557,3.567,255.381
5051,1.03,22.57,3.78,98.925
5052,1.026,23.096,3.766,3.855
5053,952,23.233,3.493,284.818
5054,814,23.025,3.083,433.998
5055,619,22.427,2.671,991.923
5056,367,21.388,2.178,256.254
5057,123,19.471,2.329,326.736
5058,0,17.586,2.369,1.217.848
5059,0,16.765,2.531,675.934
5060,0,15.856,3.047,631.874
5061,0,14.971,3.559,587.451
5062,0,14.399,3.76,113.112
5063,0,13.979,3.786,448.404
5064,0,13.277,3.95,356.731
5065,0,13.089,3.515,295.381
5066,0,12.819,3.434,275.283
5067,0,12.575,3.332,264.324
5068,0,12.398,3.187,550.275
5069,0,12.311,2.87,278.502
5070,82,12.479,2.696,499.482
5071,352,14.698,2.417,95.259
5072,634,17.742,3.095,515.569
5073,827,19.985,3.37,644.103
5074,961,21.557,3.567,255.381
5075,1.03,22.57,3.78,98.925
5076,1.026,23.096,3.766,3.855
5077,952,23.233,3.493,284.818
5078,814,23.025,3.083,433.998
5079,619,22.427,2.671,991.923
5080,367,21.388,2.178,256.254
5081,123,19.471,2.329,326.736
5082,0,17.586,2.369,1.217.848
5083,0,16.765,2.531,675.934
5084,0,15.856,3.047,631.874
5085,0,14.971,3.559,587.451
5086,0,14.399,3.76,113.112
5087,0,13.979,3.786,448.404
5088,0,13.277,3.95,356.731
5089,0,13.089,3.515,295.381
5090,0,12.819,3.434,275.283
5091,0,12.575,3.332,264.324
5092,0,12.398,3.187,550.275
5093,0,12.311,2.87,278.502
5094,82,12.479,2.696,499.482
5095,352,14.698,2.417,95.259
5096,634,17.742,3.095,515.569
5097,827,19.985,3.37,644.103
5098,961,21.557,3.567,255.381
5099,1.03,22.57,3.78,98.925
5100,1.026,23.096,3.766,3.855
5101,952,23.233,3.493,284.818
5102,814,23.025,3.083,433.998
5103,619,22.427,2.671,991.923
5104,367,21.388,2.178,256.254
5105,123,19.471,2.329,326.736
5106,0,17.586,2.369,1.217.848
5107,0,16.765,2.531,675.934
5108,0,15.856,3.047,631.874
5109,0,14.971,3.559,587.451
5110,0,14.399,3.76,113.112
5111,0,13.979,3.786,448.404
5112,0,13.277,3.95,356.731
5113,0,13.089,3.515,295.381
5114,0,12.819,3.434,275.283
5115,0,12.575,3.332,264.324
5116,0,12.398,3.187,550.275
5117,0,12.311,2.87,278.502
5118,82,12.479,2.696,499.482
5119,352,14.698,2.417,95.259
5120,634,17.742,3.095,515.569
5121,827,19.985,3.37,644.103
5122,961,21.557,3.567,255.381
5123,1.03,22.57,3.78,98.925
5124,1.026,23.096,3.766,3.855
5125,952,23.233,3.493,284.818
5126,814,23.025,3.083,433.998
5127,619,22.427,2.671,991.923
5128,367,21.388,2.178,256.254
5129,123,19.471,2.329,326.736
5130,0,17.586,2.369,1.217.848
5131,0,16.765,2.531,675.934
5132,0,15.856,3.047,631.874
5133,0,14.971,3.559,587.451
5134,0,14.399,3.76,113.112
5135,0,13.979,3.786,448.404
5136,0,13.277,3.95,356.731
5137,0,13.089,3.515,295.381
5138,0,12.819,3.434,275.283
5139,0,12.575,3.332,264.324
5140,0,12.398,3.187,550.275
5141,0,12.311,2.87,278.502
5142,82,12.479,2.696,499.482
5143,352,14.698,2.417,95.259
5144,634,17.742,3.095,515.569
5145,827,19.985,3.37,644.103
5146,961,21.557,3.567,255.381
5147,1.03,22.57,3.78,98.925
5148,1.026,23.096,3.766,3.855
5149,952,23.233,3.493,284.818
5150,814,23.025,3.083,433.998
5151,619,22.427,2.671,991.923
5152,367,21.388,2.178,256.254
5153,123,19.471,2.329,326.736
5154,0,17.586,2.369,1.217.848
5155,0,16.765,2.531,675.934
5156,0,15.856,3.047,631.874
5157,0,14.971,3.559,587.451
5158,0,14.399,3.76,113.112
5159,0,13.979,3.786,448.404
5160,0,13.277,3.95,356.731
5161,0,13.089,3.515,295.381
5162,0,12.819,3.434,275.283
5163,0,12.575,3.332,264.324
5164,0,12.398,3.187,550.275
5165,0,12.311,2.87,278.502
5166,82,12.479,2.696,499.482
5167,352,14.698,2.417,95.259
5168,634,17.742,3.095,515.569
5169,827,19.985,3.37,644.103
5170,961,21.557,3.567,255.381
5171,1.03,22.57,3.78,98.925
5172,1.026,23.096,3.766,3.855
5173,952,23.233,3.493,284.818
5174,814,23.025,3.083,433.998
5175,619,22.427,2.671,991.923
5176,367,21.388,2.178,256.254
5177,123,19.471,2.329,326.736
5178,0,17.586,2.369,1.217.848
5179,0,16.765,2.531,675.934
5180,0,15.856,3.047,631.874
5181,0,14.971,3.559,587.451
5182,0,14.399,3.76,113.112
5183,0,13.979,3.786,448.404
5184,0,13.277,3.95,356.731
5185,0,13.089,3.515,295.381
5186,0,12.819,3.434,275.283
5187,0,12.575,3.332,264.324
5188,0,12.398,3.187,550.275
5189,0,12.311,2.87,278.502
5190,82,12.479,2.696,499.482
5191,352,14.698,2.417,95.259
5192,634,17.742,3.095,515.569
5193,827,19.985,3.37,644.103
5194,961,21.557,3.567,255.381
5195,1.03,22.57,3.78,98.925
5196,1.026,23.096,3.766,3.855
5197,952,23.233,3.493,284.818
5198,814,23.025,3.083,433.998
5199,619,22.427,2.671,991.923
5200,367,21.388,2.178,256.254
5201,123,19.471,2.329,326.736
5202,0,17.586,2.369,1.217.848
5203,0,16.765,2.531,675.934
5204,0,15.856,3.047,631.874
5205,0,14.971,3.559,587.451
5206,0,14.399,3.76,113.112
5207,0,13.979,3.786,448.404
5208,0,13.277,3.95,356.731
5209,0,13.089,3.515,295.381
5210,0,12.819,3.434,275.283
5211,0,12.575,3.332,264.324
5212,0,12.398,3.187,550.275
5213,0,12.311,2.87,278.502
5214,82,12.479,2.696,499.482
5215,352,14.698,2.417,95.259
5216,634,17.742,3.095,515.569
5217,827,19.985,3.37,644.103
5218,961,21.557,3.567,255.381
5219,1.03,22.57,3.78,98.925
5220,1.026,23.096,3.766,3.855
5221,952,23.233,3.493,284.818
5222,814,23.025,3.083,433.998
5223,619,22.427,2.671,991.923
5224,367,21.388,2.178,256.254
5225,123,19.471,2.329,326.736
5226,0,17.586,2.369,1.217.848
5227,0,16.765,2.531,675.934
5228,0,15.856,3.047,631.874
5229,0,14.971,3.559,587.451
5230,0,14.399,3.76,113.112
5231,0,13.979,3.786,448.404
5232,0,13.277,3.95,356.731
5233,0,13.089,3.515,295.381
5234,0,12.819,3.434,275.283
5235,0,12.575,3.332,264.324
5236,0,12.398,3.187,550.275
5237,0,12.311,2.87,278.502
5238,82,12.479,2.696,499.482
5239,352,14.698,2.417,95.259
5240,634,17.742,3.095,515.569
5241,827,19.985,3.37,644.103
5242,961,21.557,3.567,255.381
5243,1.03,22.57,3.78,98.925
5244,1.026,23.096,3.766,3.855
5245,952,23.233,3.493,284.818
5246,814,23.025,3.083,433.998
5247,619,22.427,2.671,991.923
5248,367,21.388,2.178,256.254
5249,123,19.471,2.329,326.736
5250,0,17.586,2.369,1.217.848
5251,0,16.765,2.531,675.934
5252,0,15.856,3.047,631.874
5253,0,14.971,3.559,587.451
5254,0,14.399,3.76,113.112
5255,0,13.979,3.786,448.404
5256,0,13.277,3.95,356.731
5257,0,13.089,3.515,295.381
5258,0,12.819,3.434,275.283
5259,0,12.575,3.332,264.324
5260,0,12.398,3.187,550.275
5261,0,12.311,2.87,278.502
5262,82,12.479,2.696,499.482
5263,352,14.698,2.417,95.259
5264,634,17.742,3.095,515.569
5265,827,19.985,3.37,644.103
5266,961,21.557,3.567,255.381
5267,1.03,22.57,3.78,98.925
5268,1.026,23.096,3.766,3.855
5269,952,23.233,3.493,284.818
5270,814,23.025,3.083,433.998
5271,619,22.427,2.671,991.923
5272,367,21.388,2.178,256.254
5273,123,19.471,2.329,326.736
5274,0,17.586,2.369,1.217.848
5275,0,16.765,2.531,675.934
5276,0,15.856,3.047,631.874
5277,0,14.971,3.559,587.451
5278,0,14.399,3.76,113.112
5279,0,13.979,3.786,448.404
5280,0,13.277,3.95,356.731
5281,0,13.089,3.515,295.381
5282,0,12.819,3.434,275.283
5283,0,12.575,3.332,264.324
5284,0,12.398,3.187,550.275
5285,0,12.311,2.87,278.502
5286,82,12.479,2.696,499.482
5287,352,14.698,2.417,95.259
5288,634,17.742,3.095,515.569
5289,827,19.985,3.37,644.103
5290,961,21.557,3.567,255.381
5291,1.03,22.57,3.78,98.925
5292,1.026,23.096,3.766,3.855
5293,952,23.233,3.493,284.818
5294,814,23.025,3.083,433.998
5295,619,22.427,2.671,991.923
5296,367,21.388,2.178,256.254
5297,123,19.471,2.329,326.736
5298,0,17.586,2.369,1.217.848
5299,0,16.765,2.531,675.934
5300,0,15.856,3.047,631.874
5301,0,14.971,3.559,587.451
5302,0,14.399,3.76,113.112
5303,0,13.979,3.786,448.404
5304,0,13.277,3.95,356.731
5305,0,13.089,3.515,295.381
5306,0,12.819,3.434,275.283
5307,0,12.575,3.332,264.324
5308,0,12.398,3.187,550.275
5309,0,12.311,2.87,278.502
5310,82,12.479,2.696,499.482
5311,352,14.698,2.417,95.259
5312,634,17.742,3.095,515.569
5313,827,19.985,3.37,644.103
5314,961,21.557,3.567,255.381
5315,1.03,22.57,3.78,98.925
5316,1.026,23.096,3.766,3.855
5317,952,23.233,3.493,284.818
5318,814,23.025,3.083,433.998
5319,619,22.427,2.671,991.923
5320,367,21.388,2.178,256.254
5321,123,19.471,2.329,326.736
5322,0,17.586,2.369,1.217.848
5323,0,16.765,2.531,675.934
5324,0,15.856,3.047,631.874
5325,0,14.971,3.559,587.451
5326,0,14.399,3.76,113.112
5327,0,13.979,3.786,448.404
5328,0,13.277,3.95,356.731
5329,0,13.089,3.515,295.381
5330,0,12.819,3.434,275.283
5331,0,12.575,3.332,264.324
5332,0,12.398,3.187,550.275
5333,0,12.311,2.87,278.502
5334,82,12.479,2.696,499.482
5335,352,14.698,2.417,95.259
5336,634,17.742,3.095,515.569
5337,827,19.985,3.37,644.103
5338,961,21.557,3.567,255.381
5339,1.03,22.57,3.78,98.925
5340,1.026,23.096,3.766,3.855
5341,952,23.233,3.493,284.818
5342,814,23.025,3.083,433.998
5343,619,22.427,2.671,991.923
5344,367,21.388,2.178,256.254
5345,123,19.471,2.329,326.736
5346,0,17.586,2.369,1.217.848
5347,0,16.765,2.531,675.934
5348,0,15.856,3.047,631.874
5349,0,14.971,3.559,587.451
5350,0,14.399,3.76,113.112
5351,0,13.979,3.786,448.404
5352,0,13.277,3.95,356.731
5353,0,13.089,3.515,295.381
5354,0,12.819,3.434,275.283
5355,0,12.575,3.332,264.324
5356,0,12.398,3.187,550.275
5357,0,12.311,2.87,278.502
5358,82,12.479,2.696,499.482
5359,352,14.698,2.417,95.259
5360,634,17.742,3.095,515.569
5361,827,19.985,3.37,644.103
5362,961,21.557,3.567,255.381
5363,1.03,22.57,3.78,98.925
5364,1.026,23.096,3.766,3.855
5365,952,23.233,3.493,284.818
5366,814,23.025,3.083,433.998
5367,619,22.427,2.671,991.923
5368,367,21.388,2.178,256.254
5369,123,19.471,2.329,326.736
5370,0,17.586,2.369,1.217.848
5371,0,16.765,2.531,675.934
5372,0,15.856,3.047,631.874
5373,0,14.971,3.559,587.451
5374,0,14.399,3.76,113.112
5375,0,13.979,3.786,448.404
5376,0,13.277,3.95,356.731
5377,0,13.089,3.515,295.381
5378,0,12.819,3.434,275.283
5379,0,12.575,3.332,264.324
5380,0,12.398,3.187,550.275
5381,0,12.311,2.87,278.502
5382,82,12.479,2.696,499.482
5383,352,14.698,2.417,95.259
5384,634,17.742,3.095,515.569
5385,827,19.985,3.37,644.103
5386,961,21.557,3.567,255.381
5387,1.03,22.57,3.78,98.925
5388,1.026,23.096,3.766,3.855
