t,demand
1909,24.52
1910,26.5
1911,26.17
1912,25.16
1913,24.26
1914,25.19
1915,24.55
1916,23.37
1917,22.56
1918,20.67
1919,18.73
1920,17.31
1921,16.53
1922,15.76
1923,15.34
1924,14.82
1925,15.31
1926,16.4
1927,18.87
1928,20.42
1929,21.12
1930,22.23
1931,23.26
1932,20.98
1933,22.04
1934,25.26
1935,29.2
1936,27.11
1937,25.17
1938,25.78
1939,24.66
1940,23.77
1941,23.55
1942,22.3
1943,20.31
1944,18.52
1945,17.56
1946,16.94
1947,16.55
1948,15.77
1949,15.34
1950,15.11
1951,16.94
1952,19.63
1953,20.95
1954,21.51
1955,21.79
1956,20.85
1957,20.62
1958,21.03
1959,21.21
1960,21.15
1961,21.42
1962,24.08
1963,23.52
1964,22.72
1965,22.44
1966,21.2
1967,19.63
1968,18.46
1969,17.69
1970,17.02
1971,16.27
1972,15.38
1973,15.1
1974,14.98
1975,13.1
1976,16.94
1977,18.4
1978,19.6
1979,19.49
1980,18.93
1981,17.76
1982,17.77
1983,16.01
1984,17.91
1985,18.7
1986,22.29
1987,22.48
1988,21.83
1989,20.99
1990,19.74
1991,18.18
1992,17.01
1993,16.16
1994,15.45
1995,14.83
1996,14.62
1997,14.2
1998,14.19
1999,15.53
2000,17.21
2001,18.85
2002,20.25
2003,21.92
2004,22.09
2005,21.83
2006,21.48
2007,20.98
2008,20.08
2009,20.32
2010,23.35
2011,23.84
2012,23.62
2013,23.22
2014,21.38
2015,19.51
2016,17.89
2017,16.98
2018,16.36
2019,15.87
2020,15.38
2021,15.72
2022,16.79
2023,20.93
2024,24.43
2025,26.27
2026,27.54
2027,28.08
2028,25.5
2029,26.03
2030,26.95
2031,26.37
2032,25.61
2033,24.83
2034,25.99
2035,25.12
2036,24.19
2037,23.53
2038,21.51
2039,19.28
2040,17.75
2041,17.03
2042,16.26
2043,16.07
2044,15.39
2045,15.65
2046,16.7
2047,19.68
2048,22.51
2049,24.1
2050,25.96
2051,26.65
2052,24.24
2053,24.19
2054,25.64
2055,25.64
2056,25.28
2057,25.21
2058,26.25
2059,25.19
2060,24.64
2061,24.07
2062,21.85
2063,19.39
2064,17.62
2065,16.95
2066,16.29
2067,15.71
2068,14.11
2069,14.15
2070,14.59
2071,18.33
2072,20.82
2073,21.64
2074,22.29
2075,23.07
2076,20.77
2077,21.61
2078,24.71
2079,25.4
2080,24.23
2081,23.62
2082,25.52
2083,24.47
2084,23.54
2085,22.68
2086,20.72
2087,18.65
2088,17.08
2089,16.39
2090,15.8
2091,15.38
2092,14.74
2093,15.05
2094,15.95
2095,19.4
2096,22.67
2097,24.53
2098,25.65
2099,25.79
2100,23.39
2101,24.11
2102,27.18
2103,27.74
2104,26.85
2105,26.23
2106,27.19
2107,26.37
2108,25.15
2109,24.34
2110,22.61
2111,20.45
2112,19.03
2113,18.17
2114,17.46
2115,16.49
2116,15.44
2117,14.83
2118,14.97
2119,16.89
2120,19.13
2121,20.76
2122,21.78
2123,22.64
2124,21.68
2125,21.54
2126,22.92
2127,23.33
2128,22.63
2129,22.64
2130,24.74
2131,24.1
2132,23.19
2133,22.43
2134,21.47
2135,19.99
2136,18.91
2137,18.15
2138,17.43
2139,16.73
2140,15.65
2141,14.97
2142,15.05
