t;DNI;t_ambt;Wt;Qt;RDIFUSA
3666;0;25.69;1.06;0;0
3667;0;25.19;1.13;0;0
3668;0;24.92;1.12;0;0
3669;0;24.71;1.12;0;0
3670;0;24.6;1.33;0;0
3671;0;24.59;1.32;0;0
3672;0;24.55;1.27;0;0
3673;0;24.4;1.28;0;0
3674;0;24.12;1.38;0;0
3675;0;23.9;1.45;0;0
3676;0;23.75;1.49;0;0
3677;0;23.67;1.46;0;0
3678;59.72;23.94;1.06;0;59.72
3679;137.02;24.81;0.72;0;137.02
3680;234.73;25.43;0.56;0;234.73
3681;291.32;25.92;0.48;0;291.32
3682;389.09;26.31;0.41;0;389.09
3683;580.01;26.83;0.32;0;580.01
3684;629.27;27.27;0.28;0;629.27
3685;542.33;27.38;0.2;0;542.33
3686;394.77;27.16;0.2;0;394.77
3687;206.66;26.82;0.27;0;206.66
3688;89.95;26.54;0.28;0;89.95
3689;8.57;26.06;0.69;0;8.57
3690;0;25.47;1.13;0;0
3691;0;24.98;1.21;0;0
3692;0;24.76;0.97;0;0
3693;0;24.65;1.03;0;0
3694;0;24.51;0.94;0;0
3695;0;24.31;0.84;0;0
3696;0;24.12;0.87;0;0
3697;0;23.85;0.75;0;0
3698;0;23.56;0.84;0;0
3699;0;23.37;0.82;0;0
3700;0;23.15;0.69;0;0
3701;0;22.98;0.65;0;0
3702;49.98;22.95;0.69;0;49.98
3703;135.91;23.1;0.84;0;135.91
3704;273;23.21;1.09;0;273
3705;304.86;23.48;1.19;0;304.86
3706;306.73;24.23;1.23;0;306.73
3707;389.88;25.28;1.16;0;389.88
3708;427.84;25.87;1.01;0;427.84
3709;307;25.83;0.88;0;307
3710;233.59;25.6;0.81;0;233.59
3711;135.81;25.3;0.69;0;135.81
3712;51.54;24.82;0.54;0;51.54
3713;9.94;24.15;0.41;0;9.94
3714;0;23.49;0.59;0;0
3715;0;23.19;0.76;0;0
3716;0;23.02;0.8;0;0
3717;0;22.83;0.81;0;0
3718;0;22.65;0.85;0;0
3719;0;22.46;0.88;0;0
3720;0;22.21;0.81;0;0
3721;0;21.94;0.74;0;0
3722;0;21.68;0.67;0;0
3723;0;21.4;0.75;0;0
3724;0;21.18;0.68;0;0
3725;0;21.03;0.65;0;0
3726;54.52;21.23;0.66;0;54.52
3727;127.5;21.94;0.78;0;127.5
3728;208.09;22.94;0.97;0;208.09
3729;262.92;24.25;0.96;0;262.92
3730;312.05;25.43;0.92;0;312.05
3731;347.66;26.32;0.86;0;347.66
3732;345.97;26.89;0.79;0;345.97
3733;291.02;27.1;0.73;0;291.02
3734;184.89;26.95;0.67;0;184.89
3735;112.89;26.53;0.57;0;112.89
3736;43.38;25.94;0.39;0;43.38
3737;11.81;25.13;0.51;0;11.81
3738;0;24.33;0.96;0;0
3739;0;23.64;1.27;0;0
3740;0;23.03;1.44;0;0
3741;0;22.53;1.48;0;0
3742;0;22.16;1.27;0;0
3743;0;21.9;1.25;0;0
3744;0;21.68;1.25;0;0
3745;0;21.56;1.21;0;0
3746;0;21.51;0.99;0;0
3747;0;21.5;0.88;0;0
3748;0;21.41;0.86;0;0
