t;DNI;t_ambt;Wt;Qt;RDIFUSA
4209;654.49;26.69;0.63;0;654.49
4210;700.38;27.58;0.69;0;700.38
4211;725.17;28.1;0.71;0;725.17
4212;680.81;28.36;0.7;0;680.81
4213;613.96;28.33;0.67;0;613.96
4214;495.98;28.04;0.59;0;495.98
4215;322.17;27.51;0.43;0;322.17
4216;141.57;26.89;0.33;0;141.57
4217;17.33;26.17;0.66;0;17.33
4218;0;25.62;1.04;0;0
4219;0;25.37;1.1;0;0
4220;0;25.24;1.03;0;0
4221;0;25.1;0.95;0;0
4222;0;24.79;1.02;0;0
4223;0;24.42;1.11;0;0
4224;0;24.14;1.14;0;0
4225;0;23.99;1.08;0;0
4226;0;23.87;1;0;0
4227;0;23.75;0.94;0;0
4228;0;23.48;0.99;0;0
4229;0;22.92;1.24;0;0
4230;93.88;22.94;1.15;0;93.88
4231;274.18;24.49;0.69;0;274.18
4232;444.68;25.69;0.63;0;444.68
4233;538.51;26.94;0.5;0;538.51
4234;688.95;27.78;0.2;0;688.95
4235;681.9;28.19;0.14;0;681.9
4236;693.96;28.37;0.23;0;693.96
4237;667.23;28.38;0.26;0;667.23
4238;560.45;28.15;0.28;0;560.45
4239;366.3;27.72;0.34;0;366.3
4240;165.05;27.08;0.36;0;165.05
4241;16.8;26.4;0.54;0;16.8
4242;0;26.02;0.83;0;0
4243;0;25.67;0.97;0;0
4244;0;25.3;1.07;0;0
4245;0;24.96;1.13;0;0
4246;0;24.57;1.22;0;0
4247;0;24.11;1.31;0;0
4248;0;23.59;1.43;0;0
4249;0;23.07;1.52;0;0
4250;0;22.72;1.53;0;0
4251;0;22.54;1.49;0;0
4252;0;22.44;1.46;0;0
4253;0;22.35;1.4;0;0
4254;83.29;22.91;1.03;0;83.29
4255;278.32;24.2;0.6;0;278.32
4256;358.96;25.14;0.43;0;358.96
4257;439.16;26.3;0.4;0;439.16
4258;723.8;27.44;0.46;0;723.8
4259;626.72;28.04;0.5;0;626.72
4260;545.27;28.31;0.47;0;545.27
4261;443.14;28.34;0.41;0;443.14
4262;172.91;28.08;0.35;0;172.91
4263;143.65;27.48;0.25;0;143.65
4264;57.47;26.93;0.24;0;57.47
4265;10.8;26.34;0.35;0;10.8
4266;0;26.12;0.58;0;0
4267;0;25.86;0.76;0;0
4268;0;25.49;0.94;0;0
4269;0;25.07;1.07;0;0
4270;0;24.72;1.13;0;0
4271;0;24.26;1.18;0;0
4272;0;23.87;1.18;0;0
4273;0;23.54;1.19;0;0
4274;0;23.29;1.18;0;0
4275;0;23.15;1.11;0;0
4276;0;23.08;1.06;0;0
4277;0;23.02;1.01;0;0
4278;68.55;23.3;0.78;0;68.55
4279;152.36;24.39;0.33;0;152.36
4280;258.54;25.36;0.29;0;258.54
4281;444.37;26.45;0.39;0;444.37
4282;611.19;27.47;0.64;0;611.19
4283;673.17;28.16;0.85;0;673.17
4284;642.89;28.41;0.92;0;642.89
4285;582.01;28.51;0.87;0;582.01
4286;476.03;28.34;0.73;0;476.03
4287;300.45;28.08;0.54;0;300.45
4288;136.48;27.56;0.27;0;136.48
4289;15;26.9;0.46;0;15
4290;0;26.39;0.8;0;0
4291;0;26.17;0.89;0;0
4292;0;25.94;0.95;0;0
4293;0;25.66;1.02;0;0
4294;0;25.24;1.15;0;0
4295;0;24.62;1.36;0;0
4296;0;23.87;1.58;0;0
4297;0;23.2;1.73;0;0
4298;0;22.76;1.65;0;0
4299;0;22.55;1.52;0;0
4300;0;22.41;1.48;0;0
4301;0;22.44;1.53;0;0
4302;77.63;23.09;1.18;0;77.63
4303;217.18;25.12;0.45;0;217.18
4304;380.55;26.31;0.34;0;380.55
4305;639.1;27.51;0.38;0;639.1
4306;716.18;28.33;0.43;0;716.18
4307;710.47;28.76;0.44;0;710.47
4308;707.98;28.78;0.38;0;707.98
4309;604.88;28.58;0.3;0;604.88
4310;546.13;28.22;0.2;0;546.13
4311;358.3;27.55;0.14;0;358.3
4312;168.89;26.64;0.21;0;168.89
4313;17.51;26.53;0.33;0;17.51
4314;0;26.55;0.38;0;0
4315;0;26.41;0.51;0;0
4316;0;26.17;0.68;0;0
4317;0;25.85;0.87;0;0
4318;0;25.33;1.1;0;0
4319;0;24.69;1.33;0;0
4320;0;23.91;1.58;0;0
4321;0;23.2;1.75;0;0
4322;0;22.78;1.52;0;0
4323;0;22.81;1.1;0;0
4324;0;22.8;1.06;0;0
4325;0;23;1.13;0;0
4326;73.55;23.61;0.68;0;73.55
4327;236.18;24.35;0.39;0;236.18
4328;441.08;25.67;0.59;0;441.08
4329;614.27;26.6;0.54;0;614.27
4330;690.98;27.45;0.56;0;690.98
4331;722.17;27.95;0.61;0;722.17
4332;728.4;28.1;0.7;0;728.4
4333;660.78;27.88;0.75;0;660.78
4334;549.08;27.37;0.76;0;549.08
4335;369.34;26.8;0.69;0;369.34
4336;181.05;26.12;0.55;0;181.05
4337;18.5;25.37;0.62;0;18.5
4338;0;24.74;1.07;0;0
4339;0;24.15;1.26;0;0
4340;0;23.62;1.09;0;0
4341;0;23.55;1;0;0
4342;0;23.46;0.96;0;0
4343;0;23.24;0.9;0;0
4344;0;22.95;0.87;0;0
4345;0;22.6;0.82;0;0
4346;0;22.33;0.83;0;0
4347;0;22.12;0.82;0;0
4348;0;21.94;0.83;0;0
4349;0;21.73;0.88;0;0
4350;53.2;22.29;0.84;0;53.2
4351;152.91;23.76;0.59;0;152.91
4352;293.55;25.37;0.65;0;293.55
4353;395;26.75;0.5;0;395
4354;558.3;27.69;0.31;0;558.3
4355;626.29;28.27;0.15;0;626.29
4356;691.04;28.56;0.04;0;691.04
4357;592.73;28.57;0.12;0;592.73
4358;516.38;28.4;0.13;0;516.38
4359;378.52;27.94;0.09;0;378.52
4360;180.56;27.3;0.05;0;180.56
4361;18.56;26.31;0.37;0;18.56
4362;0;26.03;0.46;0;0
4363;0;26.08;0.37;0;0
4364;0;25.97;0.42;0;0
4365;0;25.81;0.51;0;0
4366;0;25.54;0.64;0;0
4367;0;25.2;0.76;0;0
4368;0;24.83;0.85;0;0
4369;0;24.5;0.89;0;0
4370;0;24.26;0.91;0;0
4371;0;24.08;0.97;0;0
4372;0;23.96;1.02;0;0
4373;0;23.81;1.07;0;0
4374;109.24;23.8;1.09;0;109.24
4375;330.36;25.24;0.48;0;330.36
4376;540.55;26.64;0.31;0;540.55
4377;715.54;27.78;0.19;0;715.54
4378;822.43;28.52;0.13;0;822.43
4379;787.58;28.97;0.19;0;787.58
4380;755.17;29.16;0.29;0;755.17
4381;691.96;29.18;0.41;0;691.96
4382;578.53;28.79;0.5;0;578.53
4383;390.05;28.34;0.51;0;390.05
4384;190.02;27.77;0.41;0;190.02
4385;19.48;26.89;0.73;0;19.48
4386;0;25.91;1.34;0;0
4387;0;25.28;1.58;0;0
4388;0;24.79;1.72;0;0
4389;0;24.35;1.79;0;0
4390;0;23.96;1.61;0;0
4391;0;23.65;1.54;0;0
4392;0;23.42;1.07;0;0
4393;0;23.31;0.97;0;0
4394;0;23.19;0.91;0;0
4395;0;23.11;0.87;0;0
4396;0;23.01;0.83;0;0
4397;0;22.9;0.8;0;0
4398;97.92;23.32;0.83;0;97.92
4399;230.95;24.8;0.65;0;230.95
4400;390.82;26.29;0.92;0;390.82
4401;487.48;27.31;1.1;0;487.48
4402;606.88;28.04;1.14;0;606.88
4403;634.84;28.5;1.04;0;634.84
4404;734.41;28.76;0.9;0;734.41
4405;635.06;28.76;0.8;0;635.06
4406;533.62;28.52;0.71;0;533.62
4407;348.7;28.09;0.57;0;348.7
4408;155.51;27.52;0.48;0;155.51
4409;14.84;26.79;0.69;0;14.84
4410;0;25.9;1.04;0;0
4411;0;25.4;1.31;0;0
4412;0;25.05;1.44;0;0
4413;0;24.8;1.5;0;0
4414;0;24.73;1.46;0;0
4415;0;24.94;1.26;0;0
4416;0;25.03;1.05;0;0
4417;0;24.89;0.98;0;0
4418;0;24.73;0.93;0;0
4419;0;24.51;0.97;0;0
4420;0;24.24;1.1;0;0
4421;0;23.98;1.22;0;0
4422;69.38;23.95;1.2;0;69.38
4423;241.42;25.27;0.55;0;241.42
4424;373.58;26.55;0.5;0;373.58
4425;618.7;27.42;0.58;0;618.7
4426;741.95;27.8;0.65;0;741.95
4427;748.31;28;0.72;0;748.31
4428;712.74;28.16;0.7;0;712.74
4429;641.75;28.36;0.62;0;641.75
4430;516.59;28.27;0.54;0;516.59
4431;343.92;27.91;0.44;0;343.92
4432;158.91;27.34;0.26;0;158.91
4433;17.38;26.79;0.5;0;17.38
4434;0;26.45;0.8;0;0
4435;0;26.26;0.91;0;0
4436;0;26.1;0.92;0;0
4437;0;25.92;0.93;0;0
4438;0;25.76;0.89;0;0
4439;0;25.53;0.86;0;0
4440;0;25.21;0.9;0;0
4441;0;24.85;0.98;0;0
4442;0;24.45;1.12;0;0
4443;0;23.98;1.29;0;0
4444;0;23.82;1.28;0;0
4445;0;23.89;1.14;0;0
4446;83.81;24.17;0.94;0;83.81
4447;257.38;25.4;0.36;0;257.38
4448;430.8;26.51;0.27;0;430.8
4449;599.11;27.31;0.33;0;599.11
4450;725.54;27.91;0.45;0;725.54
4451;654.24;28.33;0.57;0;654.24
4452;585.06;28.57;0.64;0;585.06
4453;535.81;28.48;0.65;0;535.81
4454;373.64;28.18;0.62;0;373.64
4455;235.99;27.76;0.5;0;235.99
4456;115.4;27.15;0.28;0;115.4
4457;15.3;26.44;0.59;0;15.3
4458;0;26.05;0.98;0;0
4459;0;25.83;1.07;0;0
4460;0;25.68;1.1;0;0
4461;0;25.65;1.04;0;0
4462;0;25.5;1.03;0;0
4463;0;25.26;1.06;0;0
4464;0;25.03;1.06;0;0
4465;0;24.71;1.13;0;0
4466;0;24.23;1.29;0;0
4467;0;23.62;1.48;0;0
4468;0;23.21;1.57;0;0
4469;0;22.93;1.6;0;0
4470;90.74;23.28;1.27;0;90.74
4471;289.57;24.73;0.56;0;289.57
4472;503.13;25.79;0.4;0;503.13
4473;675.7;26.73;0.4;0;675.7
4474;650.38;27.48;0.5;0;650.38
4475;624.2;27.98;0.59;0;624.2
4476;668.65;28.23;0.64;0;668.65
4477;580.84;28.27;0.64;0;580.84
4478;474.55;28.15;0.55;0;474.55
4479;314.49;27.8;0.4;0;314.49
4480;162.53;27.32;0.26;0;162.53
4481;17.71;26.59;0.62;0;17.71
4482;0;25.77;1.28;0;0
4483;0;25.04;1.58;0;0
4484;0;24.59;1.68;0;0
4485;0;24.34;1.67;0;0
4486;0;24.16;1.63;0;0
4487;0;23.92;1.62;0;0
4488;0;23.63;1.65;0;0
4489;0;23.32;1.66;0;0
4490;0;23.07;1.54;0;0
4491;0;22.94;1.39;0;0
4492;0;22.9;1.34;0;0
4493;0;22.87;1.48;0;0
4494;86.88;23.41;1.17;0;86.88
4495;281.14;24.82;0.47;0;281.14
4496;485.51;25.92;0.44;0;485.51
4497;621.1;26.97;0.47;0;621.1
4498;709.3;27.84;0.5;0;709.3
4499;671.19;28.37;0.55;0;671.19
4500;598.55;28.47;0.6;0;598.55
4501;490.68;28.31;0.65;0;490.68
4502;338.96;27.9;0.58;0;338.96
4503;223.82;27.44;0.44;0;223.82
4504;94.93;26.83;0.32;0;94.93
4505;16.12;26.13;0.61;0;16.12
4506;0;25.44;1.2;0;0
4507;0;24.99;1.42;0;0
4508;0;24.67;1.54;0;0
4509;0;24.38;1.62;0;0
4510;0;24.1;1.67;0;0
4511;0;23.8;1.66;0;0
4512;0;23.52;1.63;0;0
4513;0;23.36;1.61;0;0
4514;0;23.51;1.49;0;0
4515;0;23.81;1.22;0;0
4516;0;23.82;1.12;0;0
4517;0;23.68;1.17;0;0
4518;77.45;23.73;1.13;0;77.45
4519;224.78;24.57;0.56;0;224.78
4520;378.5;25.41;0.63;0;378.5
4521;532.34;26.48;0.7;0;532.34
4522;591.48;27.23;0.66;0;591.48
4523;509.12;27.64;0.7;0;509.12
4524;450.2;27.77;0.7;0;450.2
4525;425.11;27.65;0.63;0;425.11
4526;403.98;27.36;0.48;0;403.98
4527;287.84;26.9;0.28;0;287.84
4528;135.21;26.31;0.14;0;135.21
4529;17.87;25.76;0.56;0;17.87
4530;0;25.67;0.75;0;0
4531;0;25.37;0.97;0;0
4532;0;25.02;1.16;0;0
4533;0;24.76;1.23;0;0
4534;0;24.62;1.21;0;0
4535;0;24.53;1.16;0;0
4536;0;24.5;1.05;0;0
4537;0;24.51;0.9;0;0
4538;0;24.45;0.85;0;0
4539;0;24.26;0.94;0;0
4540;0;24.04;1.04;0;0
4541;0;23.91;1.06;0;0
4542;54.7;24.03;0.94;0;54.7
4543;194.02;24.81;0.44;0;194.02
4544;336.05;25.63;0.26;0;336.05
4545;493.91;26.35;0.27;0;493.91
4546;636.41;26.96;0.3;0;636.41
4547;653.71;27.38;0.41;0;653.71
4548;624.55;27.53;0.46;0;624.55
4549;548.77;27.49;0.47;0;548.77
4550;385.91;27.33;0.49;0;385.91
4551;247.81;27;0.43;0;247.81
4552;105.81;26.5;0.3;0;105.81
4553;17.93;25.79;0.67;0;17.93
4554;0;25.15;1.18;0;0
4555;0;24.83;1.31;0;0
4556;0;24.64;1.3;0;0
4557;0;24.51;1.27;0;0
4558;0;24.41;1.21;0;0
4559;0;24.19;1.23;0;0
4560;0;23.85;1.32;0;0
4561;0;23.46;1.45;0;0
4562;0;23.21;1.52;0;0
4563;0;23.03;1.57;0;0
4564;0;22.76;1.39;0;0
4565;0;23.03;1.17;0;0
4566;35.2;23.44;1.05;0;35.2
4567;143.12;23.82;0.92;0;143.12
4568;245.14;24.13;1.24;0;245.14
4569;321.26;24.35;1.5;0;321.26
4570;510.24;24.8;1.34;0;510.24
4571;508.18;25.19;1.24;0;508.18
4572;524.23;25.37;1.16;0;524.23
4573;469.62;25.39;1.05;0;469.62
4574;356.41;25.3;0.92;0;356.41
4575;240.59;25.08;0.74;0;240.59
4576;140.81;24.73;0.51;0;140.81
4577;19.04;23.9;0.54;0;19.04
4578;0;22.98;1.05;0;0
4579;0;22.52;0.92;0;0
4580;0;22.36;0.92;0;0
4581;0;22.26;0.81;0;0
4582;0;22.02;0.7;0;0
4583;0;21.76;0.82;0;0
4584;0;21.56;0.8;0;0
4585;0;21.37;0.78;0;0
4586;0;21.23;0.78;0;0
4587;0;21.1;0.8;0;0
4588;0;20.92;0.89;0;0
4589;0;20.84;1.02;0;0
4590;61.91;21.23;1.02;0;61.91
4591;216.01;22.02;1.32;0;216.01
4592;358.57;22.73;1.42;0;358.57
4593;547.2;23.46;1.38;0;547.2
4594;760;24.04;1.29;0;760
4595;777.24;24.3;1.15;0;777.24
4596;767.27;24.48;1.03;0;767.27
4597;621.48;24.76;0.96;0;621.48
4598;503.97;24.99;0.93;0;503.97
4599;286.4;24.72;0.85;0;286.4
4600;135.72;24.17;0.56;0;135.72
4601;19.75;23.24;0.69;0;19.75
4602;0;22.23;1.39;0;0
4603;0;21.64;1.59;0;0
4604;0;21.34;1.64;0;0
4605;0;21;1.66;0;0
4606;0;20.65;1.52;0;0
4607;0;20.41;1.26;0;0
4608;0;20.33;0.94;0;0
4609;0;20.22;0.9;0;0
4610;0;20;0.88;0;0
4611;0;19.74;0.9;0;0
4612;0;19.51;0.89;0;0
4613;0;19.33;0.91;0;0
4614;27.72;20.07;0.92;0;27.72
4615;131.11;22.19;0.74;0;131.11
4616;291.41;23.94;0.93;0;291.41
4617;528.7;25.08;0.85;0;528.7
4618;575.32;25.81;0.74;0;575.32
4619;755.72;26.24;0.65;0;755.72
4620;508.66;26.48;0.62;0;508.66
4621;447.12;26.4;0.6;0;447.12
4622;341.45;26.18;0.55;0;341.45
4623;225.77;25.8;0.46;0;225.77
4624;99.82;25.23;0.3;0;99.82
4625;13.04;24.33;0.53;0;13.04
4626;0;23.5;1.15;0;0
4627;0;22.93;1.4;0;0
4628;0;22.51;1.5;0;0
4629;0;22.27;1.5;0;0
4630;0;22.08;1.48;0;0
4631;0;21.88;1.47;0;0
4632;0;21.65;1.44;0;0
4633;0;21.42;1.43;0;0
4634;0;21.25;1.44;0;0
4635;0;21.13;1.47;0;0
4636;0;21.05;1.53;0;0
4637;0;20.93;1.58;0;0
4638;43.19;21.39;1.18;0;43.19
4639;144.16;23.08;0.73;0;144.16
4640;245.09;24.66;0.8;0;245.09
4641;372.16;26.15;0.92;0;372.16
4642;515.98;27.19;0.93;0;515.98
4643;661.98;27.83;0.9;0;661.98
4644;655.95;28.17;0.84;0;655.95
4645;482.05;28.21;0.77;0;482.05
4646;397.01;27.95;0.7;0;397.01
4647;271.36;27.36;0.52;0;271.36
4648;152.92;26.72;0.33;0;152.92
4649;20.05;25.95;0.59;0;20.05
4650;0;25.26;1.08;0;0
4651;0;24.6;1.38;0;0
4652;0;24.08;1.54;0;0
4653;0;23.73;1.58;0;0
4654;0;23.39;1.58;0;0
4655;0;23.04;1.59;0;0
4656;0;22.8;1.25;0;0
4657;0;22.87;1.06;0;0
4658;0;22.76;1.03;0;0
4659;0;22.61;0.97;0;0
4660;0;22.4;0.89;0;0
4661;0;22.12;1.16;0;0
4662;85.52;22.69;0.96;0;85.52
4663;288.91;24.19;0.49;0;288.91
4664;493.66;25.59;0.55;0;493.66
4665;527.58;27.09;0.62;0;527.58
4666;644.41;27.98;0.68;0;644.41
4667;679.6;28.48;0.74;0;679.6
4668;602.27;28.73;0.75;0;602.27
4669;531.68;28.75;0.72;0;531.68
4670;419.64;28.58;0.65;0;419.64
4671;286.31;28.16;0.51;0;286.31
4672;140.27;27.52;0.28;0;140.27
4673;19.16;26.71;0.48;0;19.16
4674;0;26.12;0.91;0;0
4675;0;25.64;1.11;0;0
4676;0;25.19;1.22;0;0
4677;0;24.74;1.32;0;0
4678;0;24.39;1.34;0;0
4679;0;24.11;1.33;0;0
4680;0;23.71;1.35;0;0
4681;0;23.35;1.37;0;0
4682;0;23.22;1.29;0;0
4683;0;23.32;1.16;0;0
4684;0;23.39;1.04;0;0
4685;0;23.37;1.02;0;0
4686;72.32;23.55;0.96;0;72.32
4687;239.26;25.34;0.43;0;239.26
4688;419.21;26.83;0.33;0;419.21
4689;593.16;27.86;0.25;0;593.16
4690;713.96;28.6;0.28;0;713.96
4691;797.14;29.04;0.37;0;797.14
4692;740.49;29.27;0.44;0;740.49
4693;632.48;29.3;0.47;0;632.48
4694;554.35;29.12;0.48;0;554.35
4695;378.29;28.67;0.4;0;378.29
4696;187.2;28.06;0.23;0;187.2
4697;21.46;27.21;0.51;0;21.46
4698;0;26.87;0.78;0;0
4699;0;26.73;0.79;0;0
4700;0;26.56;0.79;0;0
4701;0;26.31;0.8;0;0
4702;0;25.99;0.82;0;0
4703;0;25.58;0.9;0;0
4704;0;25.12;1;0;0
4705;0;24.7;1.02;0;0
4706;0;24.36;1;0;0
4707;0;24.08;1;0;0
4708;0;23.88;1;0;0
4709;0;23.68;1.05;0;0
4710;94.65;23.69;1.05;0;94.65
4711;300.94;25.3;0.54;0;300.94
4712;495.13;26.83;0.61;0;495.13
4713;656.95;27.8;0.71;0;656.95
4714;776.5;28.45;0.79;0;776.5
4715;709.23;28.74;0.85;0;709.23
4716;692.53;28.69;0.82;0;692.53
4717;618.3;28.65;0.71;0;618.3
4718;433.1;28.47;0.64;0;433.1
4719;293.84;28.13;0.51;0;293.84
4720;135.39;27.52;0.3;0;135.39
4721;20.09;26.69;0.59;0;20.09
4722;0;25.71;1.16;0;0
4723;0;25.11;1.45;0;0
4724;0;24.73;1.58;0;0
4725;0;24.43;1.65;0;0
4726;0;24.26;1.62;0;0
4727;0;24.19;1.53;0;0
4728;0;24.12;1.42;0;0
4729;0;24.05;1.3;0;0
4730;0;23.96;1.2;0;0
4731;0;23.89;1.11;0;0
4732;0;23.8;1.05;0;0
4733;0;23.55;1.12;0;0
4734;86.83;23.53;1.12;0;86.83
4735;279.11;25.35;0.61;0;279.11
4736;459.01;26.48;0.56;0;459.01
4737;649.73;27.32;0.61;0;649.73
4738;778.1;27.83;0.64;0;778.1
4739;648.07;28.24;0.66;0;648.07
4740;636.31;28.46;0.61;0;636.31
4741;542.38;28.41;0.51;0;542.38
4742;460.38;28.14;0.39;0;460.38
4743;277.92;27.69;0.27;0;277.92
4744;142.41;27.15;0.09;0;142.41
4745;19.88;26.25;0.28;0;19.88
4746;0;26.19;0.21;0;0
4747;0;26.2;0.21;0;0
4748;0;25.98;0.58;0;0
4749;0;25.49;0.9;0;0
4750;0;25.05;1.05;0;0
4751;0;24.68;1.1;0;0
4752;0;24.37;1.14;0;0
4753;0;24.13;1.16;0;0
4754;0;23.94;1.16;0;0
4755;0;23.73;1.19;0;0
4756;0;23.37;1.31;0;0
4757;0;22.86;1.46;0;0
4758;72.94;23.09;1.15;0;72.94
4759;183.34;24.43;0.63;0;183.34
4760;283.05;25.62;0.51;0;283.05
4761;415.51;26.78;0.48;0;415.51
4762;585.39;28.08;0.21;0;585.39
4763;599.95;28.72;0.16;0;599.95
4764;644.21;28.95;0.26;0;644.21
4765;602.31;28.95;0.33;0;602.31
4766;446.02;28.74;0.36;0;446.02
4767;297.3;28.25;0.29;0;297.3
4768;132.48;27.66;0.16;0;132.48
4769;17.08;26.84;0.39;0;17.08
4770;0;26.57;0.74;0;0
4771;0;26.4;0.8;0;0
4772;0;26.3;0.75;0;0
4773;0;26.2;0.68;0;0
4774;0;26.08;0.57;0;0
4775;0;25.93;0.42;0;0
4776;0;25.71;0.37;0;0
4777;0;25.51;0.31;0;0
4778;0;25.37;0.1;0;0
4779;0;25.19;0.26;0;0
4780;0;25;0.45;0;0
4781;0;24.81;0.59;0;0
4782;87.45;24.83;0.64;0;87.45
4783;290.89;25.66;0.36;0;290.89
4784;500.05;27.02;0.35;0;500.05
4785;616.77;27.79;0.34;0;616.77
4786;685.05;28.48;0.45;0;685.05
4787;703.09;28.92;0.57;0;703.09
4788;689.7;29.1;0.61;0;689.7
4789;634.16;29.08;0.63;0;634.16
4790;527.37;28.86;0.63;0;527.37
4791;357.7;28.42;0.55;0;357.7
4792;175.35;27.76;0.35;0;175.35
4793;21.54;26.96;0.64;0;21.54
4794;0;26.05;1.21;0;0
4795;0;25.51;1.45;0;0
4796;0;25.2;1.54;0;0
4797;0;25.01;1.56;0;0
4798;0;24.82;1.56;0;0
4799;0;24.71;1.49;0;0
4800;0;24.73;1.33;0;0
4801;0;24.8;1.11;0;0
4802;0;24.76;0.99;0;0
4803;0;24.58;1.08;0;0
4804;0;24.33;1.17;0;0
4805;0;24.01;1.27;0;0
4806;44.02;23.9;1.23;0;44.02
4807;165.78;25.54;0.6;0;165.78
4808;298.05;26.63;0.28;0;298.05
4809;468.43;27.2;0.25;0;468.43
4810;595.59;27.39;0.51;0;595.59
4811;628.38;27.9;0.74;0;628.38
4812;619.96;28.28;0.88;0;619.96
4813;473.31;28.33;0.72;0;473.31
4814;353.34;28.15;0.58;0;353.34
4815;230.42;27.76;0.49;0;230.42
4816;90.6;27.35;0.35;0;90.6
4817;14.27;26.65;0.53;0;14.27
4818;0;25.99;1.08;0;0
4819;0;25.37;1.4;0;0
4820;0;24.97;1.53;0;0
4821;0;24.75;1.56;0;0
4822;0;24.57;1.57;0;0
4823;0;24.44;1.57;0;0
4824;0;24.28;1.55;0;0
4825;0;23.98;1.6;0;0
4826;0;23.69;1.65;0;0
4827;0;23.42;1.72;0;0
4828;0;23.3;1.7;0;0
4829;0;23.26;1.64;0;0
4830;57.39;23.83;1.15;0;57.39
4831;162.87;25.07;0.59;0;162.87
4832;264.38;25.9;0.56;0;264.38
4833;435.95;26.65;0.62;0;435.95
4834;431.66;27.84;0.73;0;431.66
4835;420.74;28.53;0.93;0;420.74
4836;542.02;28.76;1.01;0;542.02
4837;522.06;28.84;1.05;0;522.06
4838;462.69;28.65;0.85;0;462.69
4839;281.62;28.22;0.52;0;281.62
4840;119.37;27.55;0.41;0;119.37
4841;16.5;26.62;0.66;0;16.5
4842;0;25.62;1.2;0;0
4843;0;25.14;0.91;0;0
4844;0;24.94;0.93;0;0
4845;0;24.72;0.89;0;0
4846;0;24.48;0.77;0;0
4847;0;24.24;0.88;0;0
4848;0;24.04;0.95;0;0
4849;0;23.88;0.96;0;0
4850;0;23.69;0.94;0;0
4851;0;23.55;0.94;0;0
4852;0;23.51;0.98;0;0
4853;0;23.41;0.97;0;0
4854;28.2;23.82;0.94;0;28.2
4855;114.09;24.73;0.82;0;114.09
4856;211.77;25.45;1.34;0;211.77
4857;274.03;26.62;1.52;0;274.03
4858;442.63;27.51;1.47;0;442.63
4859;494.37;28.05;1.37;0;494.37
4860;559.49;28.34;1.28;0;559.49
4861;509.3;28.41;1.17;0;509.3
4862;511.3;28.28;1.03;0;511.3
4863;382.25;27.83;0.77;0;382.25
4864;194.34;27.31;0.51;0;194.34
4865;22.65;26.26;0.63;0;22.65
4866;0;25.12;1.22;0;0
4867;0;24.44;1.28;0;0
4868;0;24.14;0.95;0;0
4869;0;23.92;0.93;0;0
4870;0;23.73;0.85;0;0
4871;0;23.43;0.81;0;0
4872;0;23.15;0.86;0;0
4873;0;22.91;0.94;0;0
4874;0;22.69;0.95;0;0
4875;0;22.51;0.89;0;0
4876;0;22.33;0.88;0;0
4877;0;22.11;0.96;0;0
4878;100.55;22.76;0.92;0;100.55
4879;321.76;24.38;0.88;0;321.76
4880;533.75;25.63;1;0;533.75
4881;677.37;26.71;1;0;677.37
4882;822.08;27.54;1.01;0;822.08
4883;878.2;28.11;1.01;0;878.2
4884;810.54;28.48;0.97;0;810.54
4885;703.01;28.57;0.93;0;703.01
4886;574.2;28.42;0.86;0;574.2
4887;397.68;28.01;0.73;0;397.68
4888;194.71;27.45;0.51;0;194.71
4889;24.2;26.37;0.72;0;24.2
4890;0;25.32;1.39;0;0
4891;0;24.72;1.59;0;0
4892;0;24.29;1.68;0;0
4893;0;23.9;1.71;0;0
4894;0;23.47;1.69;0;0
4895;0;23.05;1.33;0;0
4896;0;23.02;0.95;0;0
4897;0;23;1;0;0
4898;0;22.85;1.03;0;0
4899;0;22.79;0.99;0;0
4900;0;22.65;1.03;0;0
4901;0;22.47;1.08;0;0
4902;82.16;23.3;1.05;0;82.16
4903;235.31;25.19;0.98;0;235.31
4904;469.22;26.56;1.19;0;469.22
4905;675.51;27.54;1.2;0;675.51
4906;795.46;28.25;1.22;0;795.46
4907;839.12;28.71;1.23;0;839.12
4908;792.29;28.96;1.19;0;792.29
4909;678.9;28.98;1.1;0;678.9
4910;447.48;28.75;1;0;447.48
4911;262.31;28.26;0.79;0;262.31
4912;150.2;27.58;0.6;0;150.2
4913;19.96;26.58;0.7;0;19.96
4914;0;25.63;0.97;0;0
4915;0;25.12;1.07;0;0
4916;0;24.76;1.08;0;0
4917;0;24.52;1.06;0;0
4918;0;24.25;0.92;0;0
4919;0;23.94;0.83;0;0
4920;0;23.65;0.83;0;0
4921;0;23.4;0.83;0;0
4922;0;23.17;0.83;0;0
4923;0;22.89;0.79;0;0
4924;0;22.55;0.88;0;0
4925;0;22.4;0.93;0;0
4926;41.62;23.04;0.93;0;41.62
4927;142.04;24.11;0.67;0;142.04
4928;245.91;25.16;0.88;0;245.91
4929;522.24;26.12;1.19;0;522.24
4930;665.79;26.65;1.15;0;665.79
4931;589.75;27.01;1.07;0;589.75
4932;673.88;27.15;0.97;0;673.88
4933;648.41;27.15;0.85;0;648.41
4934;519.05;27.11;0.76;0;519.05
4935;358.92;26.91;0.66;0;358.92
4936;167.85;26.38;0.5;0;167.85
4937;20.31;25.49;0.66;0;20.31
4938;0;24.66;1.23;0;0
4939;0;24.15;1.4;0;0
4940;0;23.81;1.37;0;0
4941;0;23.57;1.28;0;0
4942;0;23.3;1.32;0;0
4943;0;22.98;1.38;0;0
4944;0;22.65;1.44;0;0
4945;0;22.4;1.53;0;0
